Date,Time,Generation,Demand,Loadshed,Gas,Liquid Fuel,Coal,Hydro,Solar,Wind,India_Bheramara,India_Tripura,India_Adani,Nepal,Remarks,date_time,Year,Month
30-12-2019,00:00:00,6226.0,6226.0,0.0,5659,17,222,47,0.0,,211,78,,,,2019-12-30 00:00:00,2019,12
30-12-2019,19:30:00,8589.0,8589.0,0.0,6451,1359,280,45,0.0,,436,106,,,,2019-12-30 19:30:00,2019,12
30-12-2019,20:00:00,8419.0,8419.0,0.0,6337,1306,280,46,0.0,,436,102,,,,2019-12-30 20:00:00,2019,12
30-12-2019,21:00:00,8080.0,8080.0,0.0,6460,847,280,45,0.0,,436,100,,,,2019-12-30 21:00:00,2019,12
30-12-2019,22:00:00,7497.0,7497.0,0.0,6257,569,280,46,0.0,,436,94,,,,2019-12-30 22:00:00,2019,12
30-12-2019,23:00:00,6920.0,6920.0,0.0,6170,48,270,47,0.0,,310,86,,,,2019-12-30 23:00:00,2019,12
31-12-2019,00:00:00,6445.0,6445.0,0.0,5947,10,160,47,0.0,,129,76,,,,2019-12-31 00:00:00,2019,12
31-12-2019,01:00:00,5755.0,5755.0,0.0,5341,0,160,47,0.0,,135,70,,,,2019-12-31 01:00:00,2019,12
31-12-2019,02:00:00,5433.0,5433.0,0.0,5021,0,160,47,0.0,,135,68,,,,2019-12-31 02:00:00,2019,12
31-12-2019,03:00:00,5279.0,5279.0,0.0,4768,0,160,46,0.0,,135,68,,,,2019-12-31 03:00:00,2019,12
31-12-2019,04:00:00,5100.0,5100.0,0.0,4690,0,160,46,0.0,,135,68,,,,2019-12-31 04:00:00,2019,12
31-12-2019,05:00:00,5073.0,5073.0,0.0,4662,0,160,45,0.0,,137,68,,,,2019-12-31 05:00:00,2019,12
31-12-2019,06:00:00,5342.0,5342.0,0.0,4933,0,160,44,0.0,,137,68,,,,2019-12-31 06:00:00,2019,12
31-12-2019,07:00:00,5651.7,5652.0,0.0,5244,0,160,43,0.7,,137,68,,,,2019-12-31 07:00:00,2019,12
31-12-2019,08:00:00,6235.7,6236.0,0.0,5819,0,160,43,7.7,,137,70,,,,2019-12-31 08:00:00,2019,12
31-12-2019,09:00:00,6599.2,6599.0,0.0,5978,18,160,44,18.2,,303,80,,,,2019-12-31 09:00:00,2019,12
31-12-2019,10:00:00,6456.9,6457.0,0.0,5791,51,160,44,25.9,,303,84,,,,2019-12-31 10:00:00,2019,12
31-12-2019,11:00:00,6475.8,6476.0,0.0,5788,68,160,45,29.8,,303,84,,,,2019-12-31 11:00:00,2019,12
31-12-2019,12:00:00,6700.8,6701.0,0.0,6014,68,160,45,30.8,,304,88,,,Day Peak,2019-12-31 12:00:00,2019,12
31-12-2019,13:00:00,6842.4,6842.0,0.0,6205,68,160,0,29.4,,296,84,,,,2019-12-31 13:00:00,2019,12
31-12-2019,14:00:00,6607.1,6607.0,0.0,5853,142,160,45,23.1,,303,84,,,,2019-12-31 14:00:00,2019,12
31-12-2019,15:00:00,6393.4,6393.0,0.0,5853,142,160,45,16.4,,299,86,,,,2019-12-31 15:00:00,2019,12
31-12-2019,16:00:00,6425.4,6425.0,0.0,5711,116,160,46,9.4,,299,84,,,,2019-12-31 16:00:00,2019,12
31-12-2019,17:00:00,6652.1,6652.0,0.0,5639,248,160,46,0.1,,473,86,,,,2019-12-31 17:00:00,2019,12
31-12-2019,18:00:00,8261.0,8261.0,0.0,6135,1180,160,46,0.0,,652,96,,,,2019-12-31 18:00:00,2019,12
31-12-2019,19:00:00,8667.0,8667.0,0.0,6293,1420,160,45,0.0,,652,104,,,,2019-12-31 19:00:00,2019,12
31-12-2019,19:30:00,8579.0,8579.0,0.0,6336,1291,160,45,0.0,,652,102,,,,2019-12-31 19:30:00,2019,12
31-12-2019,20:00:00,8493.0,8493.0,0.0,6301,1241,161,45,0.0,,652,100,,,,2019-12-31 20:00:00,2019,12
31-12-2019,21:00:00,8233.0,8233.0,0.0,6355,929,160,45,0.0,,652,98,,,,2019-12-31 21:00:00,2019,12
31-12-2019,22:00:00,7520.0,7520.0,0.0,6245,432,160,46,0.0,,305,90,,,,2019-12-31 22:00:00,2019,12
31-12-2019,23:00:00,6929.0,6929.0,0.0,6223,115,160,47,0.0,,206,82,,,,2019-12-31 23:00:00,2019,12
01-01-2020,00:00:00,6409.0,6409.0,0.0,5878,17,175,46,0.0,,214,78,,,,2020-01-01 00:00:00,2020,1
01-01-2020,01:00:00,5913.0,5913.0,0.0,5493,0,160,47,0.0,,129,76,,,,2020-01-01 01:00:00,2020,1
01-01-2020,02:00:00,5570.0,5570.0,0.0,5117,0,160,47,0.0,,129,74,,,,2020-01-01 02:00:00,2020,1
01-01-2020,03:00:00,5351.0,5351.0,0.0,4900,0,159,47,0.0,,129,72,,,,2020-01-01 03:00:00,2020,1
01-01-2020,04:00:00,5223.0,5223.0,0.0,4773,0,160,46,0.0,,129,70,,,,2020-01-01 04:00:00,2020,1
01-01-2020,05:00:00,5142.0,5142.0,0.0,4697,0,159,46,0.0,,129,68,,,,2020-01-01 05:00:00,2020,1
01-01-2020,06:00:00,5346.0,5346.0,0.0,4902,0,160,46,0.0,,129,66,,,,2020-01-01 06:00:00,2020,1
01-01-2020,07:00:00,5805.7,5806.0,0.0,5361,0,160,46,0.7,,129,66,,,,2020-01-01 07:00:00,2020,1
01-01-2020,08:00:00,6327.5,6328.0,0.0,5916,0,160,46,3.5,,129,72,,,,2020-01-01 08:00:00,2020,1
01-01-2020,09:00:00,6654.0,6654.0,0.0,6028,20,175,45,6.0,,307,76,,,,2020-01-01 09:00:00,2020,1
01-01-2020,10:00:00,6562.4,6562.0,0.0,5758,192,175,45,4.4,,307,78,,,,2020-01-01 10:00:00,2020,1
01-01-2020,11:00:00,6515.0,6515.0,0.0,5748,151,175,46,5.0,,307,80,,,,2020-01-01 11:00:00,2020,1
01-01-2020,12:00:00,6749.7,6750.0,0.0,6003,123,175,47,5.7,,307,86,,,Day Peak,2020-01-01 12:00:00,2020,1
01-01-2020,13:00:00,6846.4,6846.0,0.0,6052,173,175,47,7.4,,313,82,,,,2020-01-01 13:00:00,2020,1
01-01-2020,14:00:00,6556.8,6557.0,0.0,5721,198,175,47,14.8,,313,90,,,,2020-01-01 14:00:00,2020,1
01-01-2020,15:00:00,6545.9,6546.0,0.0,5733,186,176,47,8.9,,313,84,,,,2020-01-01 15:00:00,2020,1
01-01-2020,16:00:00,6525.6,6526.0,0.0,5738,170,175,43,3.6,,313,86,,,,2020-01-01 16:00:00,2020,1
01-01-2020,17:00:00,6691.4,6691.0,0.0,5673,242,174,47,0.4,,462,84,,,,2020-01-01 17:00:00,2020,1
01-01-2020,18:00:00,8004.0,8004.0,0.0,6147,1032,174,46,0.0,,511,100,,,,2020-01-01 18:00:00,2020,1
01-01-2020,19:00:00,8436.0,8436.0,0.0,6440,1172,174,45,0.0,,511,100,,,Evening Peak,2020-01-01 19:00:00,2020,1
01-01-2020,19:30:00,8405.0,8405.0,0.0,6410,1172,174,45,0.0,,511,98,,,,2020-01-01 19:30:00,2020,1
01-01-2020,20:00:00,8328.0,8328.0,0.0,6328,1179,174,44,0.0,,511,98,,,,2020-01-01 20:00:00,2020,1
01-01-2020,21:00:00,8001.0,8001.0,0.0,6262,918,174,44,0.0,,511,98,,,,2020-01-01 21:00:00,2020,1
01-01-2020,22:00:00,7439.0,7439.0,0.0,6176,443,175,46,0.0,,511,94,,,,2020-01-01 22:00:00,2020,1
02-01-2020,00:00:00,6374.0,6374.0,0.0,5785,0,250,46,0.0,,216,74,,,,2020-01-02 00:00:00,2020,1
02-01-2020,01:00:00,5756.0,5756.0,0.0,5325,0,175,47,0.0,,133,72,,,,2020-01-02 01:00:00,2020,1
02-01-2020,02:00:00,5509.0,5509.0,0.0,5090,0,175,47,0.0,,137,70,,,,2020-01-02 02:00:00,2020,1
02-01-2020,03:00:00,5253.0,5253.0,0.0,4843,0,160,47,0.0,,137,68,,,,2020-01-02 03:00:00,2020,1
02-01-2020,04:00:00,5112.0,5112.0,0.0,4703,0,160,47,0.0,,137,68,,,,2020-01-02 04:00:00,2020,1
02-01-2020,05:00:00,5041.0,5041.0,0.0,4632,0,160,47,0.0,,137,68,,,,2020-01-02 05:00:00,2020,1
02-01-2020,06:00:00,5317.0,5317.0,0.0,4908,0,160,47,0.0,,137,68,,,,2020-01-02 06:00:00,2020,1
02-01-2020,07:00:00,5520.4,5520.0,0.0,5111,0,160,45,0.4,,137,70,,,,2020-01-02 07:00:00,2020,1
02-01-2020,08:00:00,6343.2,6343.0,0.0,5927,0,160,45,3.2,,137,74,,,,2020-01-02 08:00:00,2020,1
02-01-2020,09:00:00,6553.3,6553.0,0.0,5918,30,160,44,4.3,,316,84,,,,2020-01-02 09:00:00,2020,1
02-01-2020,10:00:00,6603.0,6603.0,0.0,5959,33,160,46,7.0,,316,84,,,,2020-01-02 10:00:00,2020,1
02-01-2020,11:00:00,6595.4,6595.0,0.0,5919,57,160,46,13.4,,316,86,,,,2020-01-02 11:00:00,2020,1
02-01-2020,12:00:00,6968.1,6968.0,0.0,6206,113,188,46,15.1,,316,88,,,Day Peak,2020-01-02 12:00:00,2020,1
02-01-2020,13:00:00,7016.9,7017.0,0.0,6215,113,232,47,10.9,,316,88,,,,2020-01-02 13:00:00,2020,1
02-01-2020,14:00:00,6586.1,6586.0,0.0,5790,88,250,47,7.1,,316,92,,,,2020-01-02 14:00:00,2020,1
02-01-2020,15:00:00,6597.6,6598.0,0.0,5802,88,250,47,8.6,,316,90,,,,2020-01-02 15:00:00,2020,1
02-01-2020,16:00:00,6614.0,6614.0,0.0,5827,88,250,47,3.0,,316,88,,,,2020-01-02 16:00:00,2020,1
02-01-2020,17:00:00,6818.1,6818.0,0.0,5766,208,249,47,0.1,,464,88,,,,2020-01-02 17:00:00,2020,1
02-01-2020,18:00:00,8369.0,8369.0,0.0,6375,1084,249,47,0.0,,514,106,,,,2020-01-02 18:00:00,2020,1
02-01-2020,19:00:00,8774.0,8774.0,0.0,6527,1337,249,47,0.0,,514,106,,,Evening Peak,2020-01-02 19:00:00,2020,1
02-01-2020,19:30:00,8648.0,8648.0,0.0,6477,1263,249,47,0.0,,514,104,,,,2020-01-02 19:30:00,2020,1
02-01-2020,20:00:00,8501.0,8501.0,0.0,6475,1120,249,47,0.0,,514,102,,,,2020-01-02 20:00:00,2020,1
02-01-2020,21:00:00,8231.0,8231.0,0.0,6444,886,249,45,0.0,,513,100,,,,2020-01-02 21:00:00,2020,1
02-01-2020,22:00:00,7647.0,7647.0,0.0,6353,401,250,45,0.0,,508,90,,,,2020-01-02 22:00:00,2020,1
02-01-2020,23:00:00,7072.0,7072.0,0.0,6136,242,250,46,0.0,,216,84,,,,2020-01-02 23:00:00,2020,1
02-01-2020,23:00:00,6777.0,6777.0,0.0,5998,162,175,46,0.0,,313,84,,,,2020-01-02 23:00:00,2020,1
03-01-2020,00:00:00,5536.0,5536.0,0.0,5050,0,160,45,0.0,,219,64,,,,2020-01-03 00:00:00,2020,1
03-01-2020,01:00:00,5926.0,5452.0,0.0,5452,0,220,47,0.0,,135,70,,,,2020-01-03 01:00:00,2020,1
03-01-2020,02:00:00,5517.0,5517.0,0.0,5103,0,160,47,0.0,,135,70,,,,2020-01-03 02:00:00,2020,1
03-01-2020,03:00:00,5363.0,5363.0,0.0,4951,0,160,46,0.0,,135,68,,,,2020-01-03 03:00:00,2020,1
03-01-2020,04:00:00,5014.0,5014.0,0.0,4614,0,150,46,0.0,,135,68,,,,2020-01-03 04:00:00,2020,1
03-01-2020,05:00:00,4696.0,4696.0,0.0,4396,0,150,46,0.0,,135,68,,,,2020-01-03 05:00:00,2020,1
03-01-2020,06:00:00,4682.0,4682.0,0.0,4284,0,150,46,0.0,,135,66,,,,2020-01-03 06:00:00,2020,1
03-01-2020,07:00:00,4703.6,4704.0,0.0,4311,0,150,45,1.6,,135,60,,,,2020-01-03 07:00:00,2020,1
03-01-2020,08:00:00,4737.6,4738.0,0.0,4348,0,150,45,0.6,,135,58,,,,2020-01-03 08:00:00,2020,1
03-01-2020,09:00:00,4830.2,4830.0,0.0,4439,0,149,45,7.2,,135,54,,,,2020-01-03 09:00:00,2020,1
03-01-2020,10:00:00,4890.1,4890.0,0.0,4484,0,149,45,11.1,,180,64,,,,2020-01-03 10:00:00,2020,1
03-01-2020,11:00:00,5113.9,5114.0,0.0,4699,0,149,46,27.9,,180,56,,,,2020-01-03 11:00:00,2020,1
03-01-2020,12:00:00,5507.5,5508.0,0.0,5063,0,149,46,15.5,,180,58,,,Day Peak,2020-01-03 12:00:00,2020,1
03-01-2020,13:00:00,5710.1,5710.0,0.0,5260,0,149,46,17.1,,180,62,,,,2020-01-03 13:00:00,2020,1
03-01-2020,14:00:00,5222.9,5223.0,0.0,4773,0,149,47,11.9,,180,66,,,,2020-01-03 14:00:00,2020,1
03-01-2020,15:00:00,5266.0,5266.0,0.0,4826,0,149,47,7.0,,180,62,,,,2020-01-03 15:00:00,2020,1
03-01-2020,16:00:00,5389.4,5389.0,0.0,4946,0,149,47,2.4,,180,66,,,,2020-01-03 16:00:00,2020,1
03-01-2020,17:00:00,5686.2,5686.0,0.0,5237,0,149,47,0.2,,180,74,,,,2020-01-03 17:00:00,2020,1
03-01-2020,18:00:00,7279.0,7279.0,0.0,6478,40,170,47,0.0,,466,86,,,,2020-01-03 18:00:00,2020,1
03-01-2020,19:00:00,7479.0,7479.0,0.0,6626,70,200,47,0.0,,466,78,,,,2020-01-03 19:00:00,2020,1
03-01-2020,19:30:00,7537.0,7537.0,0.0,6675,73,200,47,0.0,,466,84,,,Evening Peak,2020-01-03 19:30:00,2020,1
03-01-2020,20:00:00,7368.0,7368.0,0.0,6527,57,200,47,0.0,,466,78,,,,2020-01-03 20:00:00,2020,1
03-01-2020,21:00:00,7095.0,7095.0,0.0,6278,33,200,47,0.0,,466,78,,,,2020-01-03 21:00:00,2020,1
03-01-2020,22:00:00,6558.0,6558.0,0.0,5757,17,200,47,0.0,,466,78,,,,2020-01-03 22:00:00,2020,1
03-01-2020,23:00:00,6055.0,6055.0,0.0,5560,0,160,44,0.0,,219,74,,,,2020-01-03 23:00:00,2020,1
04-01-2020,00:00:00,6239.0,6239.0,0.0,5742,0,160,43,0.0,,214,80,,,,2020-01-04 00:00:00,2020,1
04-01-2020,01:00:00,5068.0,5068.0,0.0,4658,0,160,46,0.0,,147,56,,,,2020-01-04 01:00:00,2020,1
04-01-2020,02:00:00,4928.0,4928.0,0.0,4522,0,160,46,0.0,,147,52,,,,2020-01-04 02:00:00,2020,1
04-01-2020,03:00:00,4690.0,4690.0,0.0,4295,0,160,37,0.0,,147,52,,,,2020-01-04 03:00:00,2020,1
04-01-2020,04:00:00,4610.0,4610.0,0.0,4214,0,160,37,0.0,,147,52,,,,2020-01-04 04:00:00,2020,1
04-01-2020,05:00:00,4592.0,4592.0,0.0,4196,0,160,37,0.0,,147,52,,,,2020-01-04 05:00:00,2020,1
04-01-2020,06:00:00,4822.0,4822.0,0.0,4421,0,160,38,0.0,,147,56,,,,2020-01-04 06:00:00,2020,1
04-01-2020,07:00:00,5180.2,5180.0,0.0,4773,0,160,45,0.2,,147,56,,,,2020-01-04 07:00:00,2020,1
04-01-2020,08:00:00,5720.3,5720.0,0.0,5229,0,160,45,4.3,,211,64,,,,2020-01-04 08:00:00,2020,1
04-01-2020,09:00:00,6005.3,6005.0,0.0,5489,16,160,45,4.3,,211,76,,,,2020-01-04 09:00:00,2020,1
04-01-2020,10:00:00,5795.4,5795.0,0.0,5243,53,160,44,3.4,,211,78,,,,2020-01-04 10:00:00,2020,1
04-01-2020,11:00:00,5899.9,5900.0,0.0,5331,60,160,45,7.9,,211,84,,,,2020-01-04 11:00:00,2020,1
04-01-2020,12:00:00,6108.5,6109.0,0.0,5494,104,160,45,5.5,,211,84,,,Day Peak,2020-01-04 12:00:00,2020,1
04-01-2020,13:00:00,6302.9,6303.0,0.0,5682,117,160,45,2.9,,211,80,,,,2020-01-04 13:00:00,2020,1
04-01-2020,14:00:00,6031.5,6032.0,0.0,5389,135,160,45,3.5,,211,84,,,,2020-01-04 14:00:00,2020,1
04-01-2020,15:00:00,6089.8,6090.0,0.0,5437,149,159,46,2.8,,211,80,,,,2020-01-04 15:00:00,2020,1
04-01-2020,16:00:00,6083.8,6084.0,0.0,5450,133,160,46,1.8,,610,78,,,,2020-01-04 16:00:00,2020,1
04-01-2020,17:00:00,6381.1,6381.0,0.0,5435,171,160,46,0.1,,659,76,,,,2020-01-04 17:00:00,2020,1
04-01-2020,18:00:00,7953.0,7953.0,0.0,6485,509,160,47,0.0,,657,100,,,,2020-01-04 18:00:00,2020,1
04-01-2020,19:00:00,8389.0,8389.0,0.0,6775,616,200,47,0.0,,658,100,,,,2020-01-04 19:00:00,2020,1
04-01-2020,19:30:00,8397.0,8397.0,0.0,6846,558,200,46,0.0,,659,96,,,,2020-01-04 19:30:00,2020,1
04-01-2020,20:00:00,8302.0,8302.0,0.0,6763,541,200,46,0.0,,659,100,,,,2020-01-04 20:00:00,2020,1
04-01-2020,21:00:00,7978.0,7978.0,0.0,6728,257,200,45,0.0,,658,96,,,,2020-01-04 21:00:00,2020,1
04-01-2020,22:00:00,7461.0,7461.0,0.0,6538,33,200,44,0.0,,560,92,,,,2020-01-04 22:00:00,2020,1
04-01-2020,23:00:00,6700.0,6700.0,0.0,6087,16,160,42,0.0,,313,84,,,,2020-01-04 23:00:00,2020,1
05-01-2020,00:00:00,6298.0,6298.0,0.0,5618,148,200,42,0.0,,216,74,,,,2020-01-05 00:00:00,2020,1
05-01-2020,01:00:00,5727.0,5727.0,0.0,5314,0,160,43,0.0,,131,74,,,,2020-01-05 01:00:00,2020,1
05-01-2020,02:00:00,5491.0,5491.0,0.0,5084,0,160,44,0.0,,131,70,,,,2020-01-05 02:00:00,2020,1
05-01-2020,03:00:00,5249.0,5249.0,0.0,4843,0,160,44,0.0,,131,68,,,,2020-01-05 03:00:00,2020,1
05-01-2020,04:00:00,5038.0,5038.0,0.0,4632,0,160,45,0.0,,131,68,,,,2020-01-05 04:00:00,2020,1
05-01-2020,05:00:00,5007.0,5007.0,0.0,4601,0,160,45,0.0,,131,68,,,,2020-01-05 05:00:00,2020,1
05-01-2020,06:00:00,5304.0,5304.0,0.0,4896,0,160,45,0.0,,131,70,,,,2020-01-05 06:00:00,2020,1
05-01-2020,07:00:00,5652.4,5652.0,0.0,5247,0,160,45,0.4,,133,68,,,,2020-01-05 07:00:00,2020,1
05-01-2020,08:00:00,6303.6,6304.0,0.0,5673,40,160,46,3.6,,314,70,,,,2020-01-05 08:00:00,2020,1
05-01-2020,09:00:00,6492.0,6492.0,0.0,5849,40,160,46,8.0,,314,78,,,,2020-01-05 09:00:00,2020,1
05-01-2020,10:00:00,6539.5,6540.0,0.0,5877,57,160,45,5.5,,314,84,,,,2020-01-05 10:00:00,2020,1
05-01-2020,11:00:00,6531.4,6531.0,0.0,5852,57,160,43,21.4,,314,87,,,,2020-01-05 11:00:00,2020,1
05-01-2020,12:00:00,6764.7,6765.0,0.0,6102,50,160,43,10.7,,314,87,,,Day Peak,2020-01-05 12:00:00,2020,1
05-01-2020,13:00:00,6864.4,6864.0,0.0,6087,165,160,43,14.4,,314,84,,,,2020-01-05 13:00:00,2020,1
05-01-2020,14:00:00,6504.7,6505.0,0.0,5740,146,160,45,12.7,,314,90,,,,2020-01-05 14:00:00,2020,1
05-01-2020,15:00:00,6499.8,6500.0,0.0,5720,164,160,45,10.8,,314,88,,,,2020-01-05 15:00:00,2020,1
05-01-2020,16:00:00,6445.5,6446.0,0.0,5664,175,160,45,7.5,,610,82,,,,2020-01-05 16:00:00,2020,1
05-01-2020,17:00:00,6634.7,6635.0,0.0,5548,306,160,46,0.7,,659,88,,,,2020-01-05 17:00:00,2020,1
05-01-2020,18:00:00,7923.0,7923.0,0.0,5898,1047,170,46,0.0,,659,108,,,,2020-01-05 18:00:00,2020,1
05-01-2020,19:00:00,8027.0,8027.0,0.0,5794,1228,200,46,0.0,,659,106,,,,2020-01-05 19:00:00,2020,1
05-01-2020,19:30:00,8161.0,8161.0,0.0,5844,1312,200,46,0.0,,659,106,,,,2020-01-05 19:30:00,2020,1
05-01-2020,20:00:00,8221.0,8221.0,0.0,5905,1311,200,46,0.0,,659,106,,,Evening Peak,2020-01-05 20:00:00,2020,1
05-01-2020,21:00:00,8010.0,8010.0,0.0,5976,1039,200,46,0.0,,659,96,,,,2020-01-05 21:00:00,2020,1
05-01-2020,22:00:00,7450.0,7450.0,0.0,5929,639,200,44,0.0,,561,82,,,,2020-01-05 22:00:00,2020,1
05-01-2020,23:00:00,6832.0,6832.0,0.0,6009,185,200,42,0.0,,314,82,,,,2020-01-05 23:00:00,2020,1
06-01-2020,00:00:00,6292.0,6292.0,0.0,5726,32,201,44,0.0,,210,78,,,,2020-01-06 00:00:00,2020,1
06-01-2020,01:00:00,5873.0,5873.0,0.0,5308,114,200,43,0.0,,135,72,,,,2020-01-06 01:00:00,2020,1
06-01-2020,02:00:00,5564.0,5564.0,0.0,5062,82,168,44,0.0,,135,70,,,,2020-01-06 02:00:00,2020,1
06-01-2020,03:00:00,5379.0,5379.0,0.0,4887,82,160,44,0.0,,135,68,,,,2020-01-06 03:00:00,2020,1
06-01-2020,04:00:00,5242.0,5242.0,0.0,4767,64,160,45,0.0,,135,66,,,,2020-01-06 04:00:00,2020,1
06-01-2020,05:00:00,5117.0,5117.0,0.0,4641,64,160,46,0.0,,135,66,,,,2020-01-06 05:00:00,2020,1
06-01-2020,06:00:00,5433.0,5433.0,0.0,4955,64,160,46,0.0,,135,68,,,,2020-01-06 06:00:00,2020,1
06-01-2020,07:00:00,5870.8,5871.0,0.0,5356,100,160,46,0.8,,135,68,,,,2020-01-06 07:00:00,2020,1
06-01-2020,08:00:00,6424.1,6424.0,0.0,5720,105,160,46,6.1,,316,74,,,,2020-01-06 08:00:00,2020,1
06-01-2020,09:00:00,6504.8,6505.0,0.0,5752,147,160,46,12.8,,316,74,,,,2020-01-06 09:00:00,2020,1
06-01-2020,10:00:00,6219.6,6220.0,0.0,5366,232,160,48,20.6,,316,80,,,,2020-01-06 10:00:00,2020,1
06-01-2020,11:00:00,6402.2,6402.0,0.0,5466,313,160,48,24.2,,316,78,,,,2020-01-06 11:00:00,2020,1
06-01-2020,12:00:00,6548.5,6549.0,0.0,5549,377,160,45,26.5,,316,78,,,Day Peak,2020-01-06 12:00:00,2020,1
06-01-2020,13:00:00,6722.9,6723.0,0.0,5720,384,160,45,25.9,,316,82,,,,2020-01-06 13:00:00,2020,1
06-01-2020,14:00:00,6515.9,6516.0,0.0,5514,384,160,45,22.9,,316,84,,,,2020-01-06 14:00:00,2020,1
06-01-2020,15:00:00,6393.1,6393.0,0.0,5396,384,160,43,18.1,,308,86,,,,2020-01-06 15:00:00,2020,1
06-01-2020,16:00:00,6254.4,6254.0,0.0,5275,384,160,43,2.4,,308,84,,,,2020-01-06 16:00:00,2020,1
06-01-2020,17:00:00,6562.9,6563.0,0.0,5390,438,160,45,0.9,,456,84,,,,2020-01-06 17:00:00,2020,1
06-01-2020,18:00:00,8133.0,8133.0,0.0,6238,917,180,45,0.0,,654,106,,,,2020-01-06 18:00:00,2020,1
06-01-2020,19:00:00,8575.0,8575.0,0.0,6367,1211,200,46,0.0,,654,104,,,Evening Peak,2020-01-06 19:00:00,2020,1
06-01-2020,19:30:00,8557.0,8557.0,0.0,6427,1135,200,46,0.0,,654,102,,,,2020-01-06 19:30:00,2020,1
06-01-2020,20:00:00,8462.0,8462.0,0.0,6426,1043,200,46,0.0,,654,100,,,,2020-01-06 20:00:00,2020,1
06-01-2020,21:00:00,8138.0,8138.0,0.0,6360,785,200,45,0.0,,555,100,,,,2020-01-06 21:00:00,2020,1
06-01-2020,22:00:00,7464.0,7464.0,0.0,6300,275,200,46,0.0,,308,94,,,,2020-01-06 22:00:00,2020,1
06-01-2020,23:00:00,6651.0,6651.0,0.0,5952,63,200,45,0.0,,210,84,,,,2020-01-06 23:00:00,2020,1
07-01-2020,00:00:00,6422.0,6422.0,0.0,5933,0,160,44,0.0,,212,76,,,,2020-01-07 00:00:00,2020,1
07-01-2020,01:00:00,5880.0,5880.0,0.0,5422,32,172,43,0.0,,128,74,,,,2020-01-07 01:00:00,2020,1
07-01-2020,02:00:00,5568.0,5568.0,0.0,5137,16,160,44,0.0,,128,74,,,,2020-01-07 02:00:00,2020,1
07-01-2020,03:00:00,5387.0,5387.0,0.0,4958,16,160,44,0.0,,128,72,,,,2020-01-07 03:00:00,2020,1
07-01-2020,04:00:00,5196.0,5196.0,0.0,4783,0,160,45,0.0,,128,72,,,,2020-01-07 04:00:00,2020,1
07-01-2020,05:00:00,5133.0,5133.0,0.0,4722,0,160,45,0.0,,128,70,,,,2020-01-07 05:00:00,2020,1
07-01-2020,06:00:00,5390.0,5390.0,0.0,4981,0,160,45,0.0,,128,68,,,,2020-01-07 06:00:00,2020,1
07-01-2020,07:00:00,5804.5,5805.0,0.0,5392,0,160,45,1.5,,128,70,,,,2020-01-07 07:00:00,2020,1
07-01-2020,08:00:00,6347.0,6347.0,0.0,5696,53,160,45,10.0,,310,76,,,,2020-01-07 08:00:00,2020,1
07-01-2020,09:00:00,6668.0,6668.0,0.0,5805,253,160,45,18.0,,310,80,,,,2020-01-07 09:00:00,2020,1
07-01-2020,10:00:00,6565.0,6565.0,0.0,5576,372,160,45,24.0,,310,82,,,,2020-01-07 10:00:00,2020,1
07-01-2020,11:00:00,6551.0,6551.0,0.0,5533,395,160,44,29.0,,310,84,,,,2020-01-07 11:00:00,2020,1
07-01-2020,12:00:00,6656.9,6657.0,0.0,5573,465,160,43,29.9,,310,80,,,Day Peak,2020-01-07 12:00:00,2020,1
07-01-2020,13:00:00,6718.6,6719.0,0.0,5576,521,160,43,28.6,,310,84,,,,2020-01-07 13:00:00,2020,1
07-01-2020,14:00:00,6374.8,6375.0,0.0,5389,366,160,43,24.8,,310,86,,,,2020-01-07 14:00:00,2020,1
07-01-2020,15:00:00,6495.0,6495.0,0.0,5529,352,160,45,18.0,,310,84,,,,2020-01-07 15:00:00,2020,1
07-01-2020,16:00:00,6377.7,6378.0,0.0,5436,336,160,45,8.7,,310,86,,,,2020-01-07 16:00:00,2020,1
07-01-2020,17:00:00,6596.1,6596.0,0.0,5504,333,160,45,0.1,,82,606,,,,2020-01-07 17:00:00,2020,1
07-01-2020,18:00:00,8077.0,8077.0,0.0,6283,838,160,45,0.0,,655,104,,,,2020-01-07 18:00:00,2020,1
07-01-2020,19:00:00,8584.0,8584.0,0.0,6406,1220,160,45,0.0,,655,106,,,Evening Peak,2020-01-07 19:00:00,2020,1
07-01-2020,19:30:00,8523.0,8523.0,0.0,6367,1202,160,45,0.0,,655,102,,,,2020-01-07 19:30:00,2020,1
07-01-2020,20:00:00,8498.0,8498.0,0.0,6421,1119,160,45,0.0,,655,106,,,,2020-01-07 20:00:00,2020,1
07-01-2020,21:00:00,8197.0,8197.0,0.0,6344,903,160,45,0.0,,655,100,,,,2020-01-07 21:00:00,2020,1
07-01-2020,22:00:00,7455.0,7455.0,0.0,6323,284,160,46,0.0,,557,94,,,,2020-01-07 22:00:00,2020,1
07-01-2020,23:00:00,6779.0,6779.0,0.0,6133,15,159,45,0.0,,310,86,,,,2020-01-07 23:00:00,2020,1
08-01-2020,00:00:00,6429.0,6429.0,0.0,5806,83,200,46,0.0,,216,78,,,,2020-01-08 00:00:00,2020,1
08-01-2020,01:00:00,5526.0,5526.0,0.0,5111,0,160,43,0.0,,141,74,,,,2020-01-08 01:00:00,2020,1
08-01-2020,02:00:00,5274.0,5274.0,0.0,4861,0,160,43,0.0,,142,72,,,,2020-01-08 02:00:00,2020,1
