Date,Rainfall,Sunshine,Humidity,Temp_mean,Temp_max,Temp_min,Year,Month
2022-11-10,0.0,10.368085185185185,63.0,24.366666666666664,30.5,18.8,2022,11
2022-11-11,0.0,10.224894444444445,62.666666666666664,24.3,30.3,19.2,2022,11
2022-11-12,0.0,10.294818518518518,62.666666666666664,23.833333333333332,30.2,17.8,2022,11
2022-11-13,0.0,10.31312962962963,57.333333333333336,22.96666666666667,29.6,16.6,2022,11
2022-11-14,0.0,10.295437037037038,59.666666666666664,22.53333333333333,29.4,16.4,2022,11
2022-11-15,0.0,10.278099074074072,64.33333333333333,22.900000000000002,29.6,16.6,2022,11
2022-11-16,0.0,10.234428703703704,74.33333333333333,23.3,29.6,17.2,2022,11
2022-11-17,0.0,10.103377777777778,76.33333333333333,23.2,29.9,17.9,2022,11
2022-11-18,0.0,10.11062962962963,73.0,22.833333333333332,30.0,17.2,2022,11
2022-11-19,0.0,9.700307407407408,75.66666666666667,23.833333333333332,31.2,17.0,2022,11
2022-11-20,0.0,9.892868518518519,74.0,25.3,32.2,19.5,2022,11
2022-11-21,0.0,9.96046574074074,72.0,24.400000000000002,31.3,17.4,2022,11
2022-11-22,0.0,9.992208333333332,72.66666666666667,22.53333333333333,30.8,16.8,2022,11
2022-11-23,0.0,9.969768518518519,73.66666666666667,22.400000000000002,29.7,16.6,2022,11
2022-11-24,0.0,9.912807407407408,73.66666666666667,22.666666666666668,29.8,16.4,2022,11
2022-11-25,0.0,9.918692592592592,79.0,22.900000000000002,30.6,17.0,2022,11
2022-11-26,0.0,9.388892592592592,79.0,22.566666666666666,30.6,16.8,2022,11
2022-11-27,0.0,9.638735185185185,76.0,23.633333333333336,30.8,17.5,2022,11
2022-11-28,0.0,9.723468518518517,74.0,24.833333333333332,31.1,18.3,2022,11
2022-11-29,0.0,9.550337962962962,75.66666666666667,25.599999999999998,31.6,20.9,2022,11
2022-11-30,0.0,9.362532407407407,75.66666666666667,25.666666666666668,31.8,19.5,2022,11
2022-12-01,0.0,9.802935185185186,71.33333333333333,24.433333333333334,31.9,17.9,2022,12
2022-12-02,0.0,9.82876574074074,72.66666666666667,23.066666666666666,30.5,17.0,2022,12
2022-12-03,0.0,9.821890740740741,74.33333333333333,22.400000000000002,30.4,16.3,2022,12
2022-12-04,0.0,9.804844444444443,73.66666666666667,22.5,30.3,16.1,2022,12
2022-12-05,0.0,9.800837962962964,75.33333333333333,22.400000000000002,30.5,16.6,2022,12
2022-12-06,0.0,9.803699074074073,75.0,21.866666666666664,29.9,16.4,2022,12
2022-12-07,0.0,9.70646111111111,76.0,21.53333333333333,28.7,16.5,2022,12
2022-12-08,0.0,9.799987037037036,77.0,21.3,29.2,15.5,2022,12
2022-12-09,0.0,9.796660185185184,76.66666666666667,21.633333333333336,30.0,15.0,2022,12
2022-12-10,0.0,9.261321296296297,77.0,21.599999999999998,29.9,15.4,2022,12
2022-12-11,0.0,9.562005555555556,75.66666666666667,21.7,29.4,15.7,2022,12
2022-12-12,0.0,9.543245370370371,76.66666666666667,21.066666666666666,28.9,15.6,2022,12
2022-12-13,0.0,9.38162685185185,79.66666666666667,21.2,28.2,15.6,2022,12
2022-12-14,0.0,9.26203148148148,80.33333333333333,20.96666666666667,28.1,15.5,2022,12
